obs,neg_p_values_lag_one,neg_p_values_lag_two,neg_p_values_lag_three,neg_p_values_lag_four,neg_p_values_lag_five
"2015-09-16 00:0",0.538608216442564,0.371505433287671,0.561077887081087,0.521694581821374,0.630841826952905
"2015-09-17 00:0",0.662155736296265,0.420019611548939,0.570204472711269,0.520338693315626,0.610261382320095
"2015-09-18 00:0",0.697911556004633,0.44327966127036,0.604534990333878,0.528891185594536,0.544999500010456
"2015-09-21 00:0",0.741497957521492,0.46034849047334,0.604688164357647,0.511318802878281,0.544188424540291
"2015-09-22 00:0",0.657567099259902,0.511988496763701,0.620779411601238,0.569283865242302,0.524956080060846
"2015-09-23 00:0",0.61946415908395,0.510813981722677,0.604359316148796,0.572681047473186,0.512142344871963
"2015-09-24 00:0",0.653292826324038,0.412862891434103,0.71184034559509,0.5623625803536,0.524957410369853
"2015-09-25 00:0",0.788346331434081,0.344600186709226,0.673975721334717,0.431231603212191,0.630960568810349
"2015-09-28 00:0",0.764283739468463,0.303224874517734,0.71523942288116,0.45369044296808,0.627359046677951
"2015-09-29 00:0",0.768969278971827,0.290427457487369,0.660981450406085,0.428399204929555,0.588146449552682
"2015-09-30 00:0",0.803382415121516,0.298492006158348,0.620789760649406,0.509167939395486,0.630354961261365
"2015-10-01 00:0",0.66062229487082,0.2557642699739,0.622153353077736,0.411543824915628,0.87469970590269
"2015-10-02 00:0",0.668661832122393,0.226325209574986,0.569404337422519,0.418064979326194,0.887131500967152
"2015-10-05 00:0",0.862624794187203,0.23388653738727,0.432205071185097,0.528938023031698,0.854452851368942
"2015-10-06 00:0",0.916409994150177,0.128471744849794,0.40527122781433,0.381514549720957,0.943046896191202
"2015-10-07 00:0",0.856081860704297,0.160143182222013,0.595464233856765,0.447119911349273,0.922017139079246
"2015-10-08 00:0",0.876091857454185,0.176852348847747,0.895642753469172,0.711068998239812,0.608465399966163
"2015-10-09 00:0",0.847843381923403,0.158085617506063,0.924558659025495,0.763585263769471,0.540318451690601
"2015-10-12 00:0",0.928437337441054,0.155564062919131,0.916350714274013,0.770364572812562,0.635383597226673
"2015-10-13 00:0",0.936863184351421,0.222770799809517,0.871960041309776,0.807914173038866,0.616174001780086
"2015-10-14 00:0",0.882431728279499,0.249386463321535,0.883049388610003,0.819228427204069,0.638452130940013
"2015-10-15 00:0",0.851713112017063,0.235652827271066,0.884483572953446,0.778523800473783,0.631636166768476
"2015-10-16 00:0",0.995485279441213,0.182802753065669,0.998192392625881,0.800079905471764,0.791418306648861
"2015-10-19 00:0",0.889492004505701,0.234940809338915,0.868589698008908,0.884892833864439,0.705354671266413
"2015-10-20 00:0",0.789559558163996,0.247976406362693,0.788549041244365,0.78439185306686,0.765348718787936
"2015-10-21 00:0",0.775247932725319,0.240367264049146,0.656792810106384,0.953058581137502,0.783419106830408
"2015-10-22 00:0",0.643145501460828,0.226579383775062,0.620584473116366,0.992614795903788,0.648305213972532
"2015-10-23 00:0",0.69817351836984,0.221028526617304,0.670097571775593,0.843468931078727,0.796741569545537
"2015-10-26 00:0",0.667324175001794,0.211562640898126,0.589317222239959,0.846067455533073,0.720688721753861
"2015-10-27 00:0",0.681944801444433,0.201585858464537,0.547330735086174,0.707326776774207,0.70687786141211
"2015-10-28 00:0",0.281492726707488,0.140767914090223,0.660022918550856,0.905554806307094,0.679585281833395
"2015-10-29 00:0",0.470494543233206,0.347268458547293,0.747283887084384,0.84612912186471,0.76989054493151
"2015-10-30 00:0",0.513489706017473,0.402603930474468,0.719221236825712,0.768916742747261,0.798762832209527
"2015-11-02 00:0",0.717258305800643,0.518508525375885,0.947522462482039,0.788093741322893,0.946673664311033
"2015-11-03 00:0",0.508808111853847,0.254401924179823,0.89246591890411,0.611400549692693,0.803124260115143
"2015-11-04 00:0",0.559196726855398,0.284133881222056,0.802181921012347,0.543681719312815,0.70987713687628
"2015-11-05 00:0",0.565342588875787,0.269004522202027,0.838313592283795,0.593636679278259,0.716625491212591
"2015-11-06 00:0",0.62964422084024,0.27935410365366,0.895192447803003,0.497095600305044,0.53456881265132
"2015-11-09 00:0",0.509432550295171,0.257568689751997,0.836562878231915,0.540192848238052,0.598253622139522
"2015-11-10 00:0",0.526774790608504,0.247287801380877,0.895163188950782,0.546823480566843,0.619904159527805
"2015-11-11 00:0",0.51912973996402,0.229869774640027,0.940344876962942,0.495412112185212,0.622872917102026
"2015-11-12 00:0",0.526795857142338,0.230680000292236,0.962184833729371,0.459195549034663,0.631951751553641
"2015-11-13 00:0",0.429375951945191,0.28401953600393,0.988600292571688,0.43392690896079,0.603711965729686
"2015-11-16 00:0",0.502190779822609,0.34998226802915,0.94217213501308,0.424989993117089,0.651928335605261
"2015-11-17 00:0",0.438615698521571,0.269515052149309,0.962057386666981,0.423079189891281,0.656903596305333
"2015-11-18 00:0",0.450773503228481,0.333709082403005,0.842935608911827,0.437994248305813,0.661620854886756
"2015-11-19 00:0",0.523111555577812,0.340181191491791,0.96665090009354,0.339151266106867,0.656444675616436
"2015-11-20 00:0",0.424190163709204,0.242363089591811,0.974180340071,0.367171482577158,0.721672722606115
"2015-11-23 00:0",0.419249095142332,0.276189509286743,0.950547658438898,0.374411103350574,0.743911918991039
"2015-11-24 00:0",0.392153310242838,0.284492755880125,0.872327710800366,0.478485372016179,0.725562796683012
"2015-11-25 00:0",0.400164028781531,0.290161362879805,0.877069445947704,0.545222074221725,0.791005552496045
"2015-11-27 00:0",0.391898482164431,0.287968212420861,0.861246447908083,0.537440060537862,0.816238877154154
"2015-11-30 00:0",0.665996840599777,0.282507706139096,0.940095134482147,0.424034527860115,0.945516931622392
"2015-12-01 00:0",0.567328242281451,0.370648892627487,0.947722687658451,0.388550329632543,0.887481886733228
"2015-12-02 00:0",0.58879507004917,0.333894511670451,0.985567575485282,0.366781686865193,0.868714683470339
"2015-12-03 00:0",0.652804633725632,0.332868505116152,0.926985091621125,0.358243747749002,0.882234747504031
"2015-12-04 00:0",0.639670163478056,0.369759237508261,0.94426532319813,0.368868664290824,0.9876116488843
"2015-12-07 00:0",0.601609812390294,0.405587153056307,0.86887110982684,0.357184070932454,0.929256588070498
"2015-12-08 00:0",0.617543967949918,0.397859667378617,0.820553154304148,0.39435017994043,0.957548130654555
"2015-12-09 00:0",0.655749870368697,0.395037059973371,0.830970771337917,0.403674376110341,0.946254950892544
"2015-12-10 00:0",0.564324920781434,0.471286377067753,0.751179963707501,0.394220465495443,0.917421640802783
"2015-12-11 00:0",0.592636168289482,0.565144204635085,0.886754250818048,0.359286179021191,0.892539541830099
"2015-12-14 00:0",0.534817463214927,0.537790413733318,0.893400243052336,0.453554248641346,0.893070735756888
"2015-12-15 00:0",0.538651792902621,0.490393765428552,0.941675369794305,0.436827534729629,0.731861565806909
"2015-12-16 00:0",0.528699386732646,0.48571713571962,0.926573693012436,0.421525785280842,0.816644464183923
"2015-12-17 00:0",0.51385336463353,0.501667211181992,0.919864241008612,0.425631680566858,0.80486665857266
"2015-12-18 00:0",0.500830869303864,0.523935633185961,0.977401337219908,0.414446541754645,0.819531099769016
"2015-12-21 00:0",0.514391652651688,0.498664116932235,0.932069398689369,0.370463627017826,0.8351776676322
"2015-12-22 00:0",0.567138070895421,0.57964630742232,0.974427201678983,0.396151181789057,0.888923482751816
"2015-12-23 00:0",0.570753839070133,0.574741328227576,0.939889616700322,0.421536201958329,0.950042059200668
"2015-12-24 00:0",0.565482807956645,0.578667320498275,0.986439085113084,0.465987945347575,0.977892250466249
"2015-12-28 00:0",0.622634314622526,0.557490941788691,0.939652259037822,0.436798941834025,0.911300178266928
"2015-12-29 00:0",0.651314001468153,0.557493425282294,0.93325013039311,0.450941721337527,0.928385460919273
"2015-12-30 00:0",0.719245594850327,0.633613211002907,0.998154852358194,0.437132235697563,0.909039679090987
"2015-12-31 00:0",0.779285679325907,0.623132552150713,0.970764640991671,0.45174276596391,0.90270155365608
"2016-01-04 00:0",0.854188498662089,0.810325214857226,0.981202261105905,0.523562019804017,0.989890392698777
"2016-01-05 00:0",0.861078008685539,0.916178861603553,0.920089074448897,0.578330366389872,0.893814279471833
"2016-01-06 00:0",0.883624073117079,0.998005322814582,0.904928805601446,0.494927095953165,0.854501580736027
"2016-01-07 00:0",0.948064152677862,0.982628413808396,0.77347764430077,0.615769885775518,0.971267926336367
"2016-01-08 00:0",0.949246859974062,0.928759682513779,0.756001042892855,0.602238037131196,0.946509248251416
"2016-01-11 00:0",0.887526422991442,0.934776440035903,0.664440253354548,0.586598656583304,0.876679809465076
"2016-01-12 00:0",0.856334406604865,0.907686308891945,0.653881696296452,0.685482119111378,0.855388815795501
"2016-01-13 00:0",0.883925047775141,0.981696855122861,0.75743988949953,0.661712905708328,0.643969035412866
"2016-01-14 00:0",0.900899606834175,0.952428963691291,0.757818121752322,0.583216990538034,0.640406484166024
"2016-01-15 00:0",0.870492400043018,0.871933333806608,0.580318359935008,0.583750011700179,0.438067907777066
"2016-01-19 00:0",0.978375557441349,0.765281073137325,0.52166838882232,0.731429584734319,0.461724492516121
"2016-01-20 00:0",0.971324284048516,0.750631047245142,0.503300881808416,0.762353218513368,0.50593236133415
"2016-01-21 00:0",0.939525960253923,0.74483166726992,0.528131379868537,0.718249057702234,0.480710103005307
"2016-01-22 00:0",0.914976233809157,0.768262407202778,0.507100810539767,0.785372242719958,0.490735555524934
"2016-01-25 00:0",0.90220463480995,0.699906271636166,0.571322485639877,0.813531358989779,0.62248330086598
"2016-01-26 00:0",0.929455437531471,0.677111868390476,0.672284549010375,0.820655266150702,0.655576449489473
"2016-01-27 00:0",0.771498037083857,0.557681547871712,0.701468812565781,0.944339409013234,0.608169714876317
"2016-01-28 00:0",0.812569752468159,0.460883969519566,0.769541632280902,0.964050384399345,0.549717039704506
"2016-01-29 00:0",0.790296415839337,0.449814822110981,0.735579810550699,0.917326067847591,0.556386235307142
"2016-02-01 00:0",0.787005203714942,0.362386192827559,0.701866698958309,0.894661085511239,0.579173401205778
"2016-02-02 00:0",0.790152169332317,0.364444969496623,0.688283051835362,0.887839264035923,0.603997549844851
"2016-02-03 00:0",0.814295693083778,0.378694871845272,0.676973260010827,0.912308120588059,0.602019655707209
"2016-02-04 00:0",0.991261111970045,0.504552746519134,0.511363069754602,0.944781958222878,0.634693432630625
"2016-02-05 00:0",0.794248467483723,0.446244547933217,0.663136648817024,0.877804727101644,0.601486150612575
"2016-02-08 00:0",0.971916343896526,0.397660517622272,0.608060919434356,0.898754935291089,0.654411526086721
"2016-02-09 00:0",0.964322471443875,0.6687997635278,0.800154291435733,0.93281910597755,0.754038508698373
"2016-02-10 00:0",0.974665593027067,0.678422341258858,0.766321039867966,0.877777706882231,0.74959620596759
"2016-02-11 00:0",0.982456022293999,0.664564761809697,0.778646261207688,0.825908679183658,0.845885496763399
"2016-02-12 00:0",0.982377874438223,0.645625223595923,0.790582102095795,0.823757534716021,0.885856329072205
"2016-02-16 00:0",0.946732322285223,0.64694435095184,0.818172494384738,0.826526152020295,0.863907698915516
"2016-02-17 00:0",0.953654355216547,0.623743039491365,0.867813985934137,0.96001269591319,0.949943160316357
"2016-02-18 00:0",0.968831061651803,0.661825812960247,0.832632710137855,0.963448144807972,0.930273452816514
"2016-02-19 00:0",0.961549382278823,0.66071059808708,0.828392644765853,0.965322378937504,0.930563273483233
"2016-02-22 00:0",0.974178536871279,0.66883099882193,0.836463237736128,0.954589762372137,0.956417392015296
"2016-02-23 00:0",0.985435898602785,0.73075422778536,0.75591075083032,0.941347757984942,0.976771779019187
"2016-02-24 00:0",0.950943513439022,0.712502028501397,0.711097535767978,0.971494834851603,0.970390055161236
"2016-02-25 00:0",0.950019375919936,0.728558728041365,0.714180660967397,0.98506149914991,0.950803064452185
"2016-02-26 00:0",0.95391431626396,0.709642417732612,0.674209853767345,0.98383343643425,0.945893032873826
"2016-02-29 00:0",0.912917042085643,0.662618245836142,0.627654601079611,0.961496373156355,0.952347086844388
"2016-03-01 00:0",0.946477338778796,0.657869211903882,0.621092693228994,0.996555101190735,0.908171885938706
"2016-03-02 00:0",0.963833110675623,0.664152669424205,0.695595259146806,0.969743559351481,0.867883552991707
"2016-03-03 00:0",0.916946648800878,0.681928585305618,0.680713974903853,0.898654338471511,0.912884683008934
"2016-03-04 00:0",0.938303259975438,0.720128344788453,0.688363698282602,0.866577469216459,0.874797906817432
"2016-03-07 00:0",0.683657537004505,0.707002065762334,0.530719709511677,0.853028748385316,0.881054909872369
"2016-03-08 00:0",0.684629159397695,0.454002586853902,0.48694911701167,0.934947108343863,0.88469205342287
"2016-03-09 00:0",0.707150042432222,0.479582886052121,0.438805103992421,0.956707901882238,0.936784103119049
"2016-03-10 00:0",0.671558397116916,0.492079613642891,0.411485438188289,0.916141188274025,0.915029486284665
"2016-03-11 00:0",0.614549393092528,0.489141743945721,0.387325213467139,0.937729805623173,0.880391458525145
"2016-03-14 00:0",0.621705339612102,0.517586545517222,0.357234169608251,0.95383032696674,0.885968461542384
"2016-03-15 00:0",0.637257691749491,0.517430988654878,0.32041914182843,0.99453228760917,0.858174617696231
"2016-03-16 00:0",0.63043667428884,0.501235019383749,0.372644368116165,0.907819783890813,0.873929659680375
"2016-03-17 00:0",0.618097395622471,0.464963402729419,0.356210194853673,0.898224301586918,0.855022460669928
"2016-03-18 00:0",0.598294493596752,0.456755359116881,0.395622630335046,0.912680764738137,0.895770847532079
"2016-03-21 00:0",0.665909536887515,0.449234035860428,0.394635780070212,0.89272048026713,0.858940285779153
"2016-03-22 00:0",0.687791465155804,0.522519091733345,0.393056151999071,0.91089449998541,0.795374832937137
"2016-03-23 00:0",0.708605972783516,0.51965202962347,0.435724019934985,0.898472262346615,0.814266875183057
"2016-03-24 00:0",0.730145545987537,0.552383072970307,0.398525535819029,0.941069228352621,0.825852999047739
"2016-03-28 00:0",0.726699236755161,0.555106084510638,0.387659729190306,0.945766911500333,0.827557553540518
"2016-03-29 00:0",0.708716842751343,0.541244104262047,0.394329509052211,0.923352287091827,0.825282794322633
"2016-03-30 00:0",0.714040460457413,0.532624655791411,0.399000243590357,0.916913899267638,0.839330993129908
"2016-03-31 00:0",0.735876330485873,0.556545481429985,0.422962531928418,0.781510734697947,0.787357476168366
"2016-04-01 00:0",0.735963889213375,0.516978600833304,0.431059538175472,0.807099814353493,0.7505242815871
"2016-04-04 00:0",0.650603402410747,0.529644301615165,0.49347800686009,0.807907504239841,0.713643687705263
"2016-04-05 00:0",0.59070007100141,0.44201819677486,0.496055432069432,0.838163047985673,0.71280967846925
"2016-04-06 00:0",0.569034345910195,0.431787821188228,0.591946717072292,0.851117489771734,0.733215385031102
"2016-04-07 00:0",0.60994225880675,0.380968060055854,0.661714978201506,0.791425371270307,0.722642391462689
"2016-04-08 00:0",0.642067433917504,0.388706374325274,0.648845955399566,0.807962758658179,0.737025535223722
"2016-04-11 00:0",0.623032124427695,0.43586243226384,0.627403407787387,0.821562801780037,0.712516294236271
"2016-04-12 00:0",0.557254119131884,0.429178617180981,0.629841086839489,0.800522838302116,0.634649823279282
"2016-04-13 00:0",0.5844210040602,0.393593283826652,0.613048363298251,0.731195507937043,0.663886510201862
"2016-04-14 00:0",0.590907782638071,0.375518136537277,0.595207276631932,0.738503129298743,0.689786563269576
"2016-04-15 00:0",0.533797192360797,0.400721343128973,0.584232938260118,0.78321634909229,0.710891692125554
"2016-04-18 00:0",0.526394090506528,0.361498772578318,0.541062166640501,0.760826840549426,0.648264982562096
"2016-04-19 00:0",0.543129957852121,0.362336167988829,0.563331166374154,0.774998338135915,0.67117576686806
"2016-04-20 00:0",0.53209582746177,0.378405774095547,0.550860924383935,0.750799356328747,0.665284899440505
"2016-04-21 00:0",0.541609202805732,0.374394517565048,0.50266002584953,0.747927492125666,0.710162906173357
"2016-04-22 00:0",0.476771399330094,0.3734886614614,0.483304463233693,0.69981079823982,0.708380305859162
"2016-04-25 00:0",0.467740897411428,0.387635734225945,0.490938168270397,0.715098443456575,0.712147419737071
"2016-04-26 00:0",0.470709427140004,0.389955155052083,0.692223692149691,0.726881797425633,0.698496163529162
"2016-04-27 00:0",0.497971533460422,0.389773990781912,0.691193759212344,0.800307437590192,0.704105761962537
"2016-04-28 00:0",0.427700634095348,0.410932776621017,0.686465669082442,0.804330835982891,0.660699363700081
"2016-04-29 00:0",0.431964197291608,0.464988746584818,0.719682918218144,0.801320514734167,0.668053890845576
"2016-05-02 00:0",0.436429054415709,0.487179567435479,0.63406408433403,0.766440192769553,0.67407243051478
"2016-05-03 00:0",0.450994162630259,0.494065581476697,0.566451630861861,0.728358895498255,0.657182242224277
"2016-05-04 00:0",0.441808849160452,0.505607074944507,0.585036249906354,0.675982207814887,0.771502797650454
"2016-05-05 00:0",0.44598006518333,0.507272462783774,0.603974716401606,0.688757547889925,0.735207732447262
"2016-05-06 00:0",0.426805672403026,0.5152945669192,0.600841984650295,0.689435252133294,0.775146385552053
"2016-05-09 00:0",0.470138019873341,0.523189673192176,0.610507268708826,0.681375075729735,0.77909171598566
"2016-05-10 00:0",0.474683477067795,0.530755323223955,0.607029501606773,0.679602738095143,0.780479413516878
"2016-05-11 00:0",0.456599075344324,0.542260282202543,0.601473322611235,0.690773022216281,0.780692051318151
"2016-05-12 00:0",0.421672208693411,0.519186766999037,0.576311185311464,0.707287895537434,0.764051709872155
"2016-05-13 00:0",0.424651675793479,0.50737231178571,0.68752336260197,0.726109111487115,0.676586369826337
"2016-05-16 00:0",0.43433950313802,0.504890230445091,0.720737259020088,0.782789107354483,0.692462538998872
"2016-05-17 00:0",0.416849861169744,0.511634516466675,0.724960453421975,0.759620319098213,0.699997569088185
"2016-05-18 00:0",0.453743910739782,0.52337209175767,0.74861552804128,0.757087678625938,0.679198343063748
"2016-05-19 00:0",0.442295417181396,0.599326535168578,0.711380263701761,0.729044882853746,0.678330496556802
"2016-05-20 00:0",0.408985589771283,0.589380435464668,0.601170437682394,0.752002865328297,0.698502297403004
"2016-05-23 00:0",0.394509788002955,0.611435080188717,0.56489019204828,0.723662797908064,0.710338405116823
"2016-05-24 00:0",0.397362596269014,0.63951246577467,0.548961615293006,0.702149703700917,0.788634016903678
"2016-05-25 00:0",0.298517235180038,0.668098737741762,0.504396194974815,0.763423879436612,0.835847159387074
"2016-05-26 00:0",0.395175555413019,0.823395445967335,0.449590270059409,0.611316027429216,0.798070193791001
"2016-05-27 00:0",0.450018308125414,0.737051487962171,0.45166385558001,0.565673395375864,0.733831523579224
"2016-05-31 00:0",0.44884183731492,0.721535333219759,0.447604711953831,0.538359337836549,0.736962172431207
"2016-06-01 00:0",0.45938583868953,0.755601144488953,0.40834242144642,0.502883952121582,0.681925693904093
"2016-06-02 00:0",0.493587661137972,0.780288506261434,0.354469368308653,0.527498982925314,0.754029618752656
"2016-06-03 00:0",0.53873829328973,0.759967834077276,0.346664215314037,0.533694864837412,0.741384240658035
"2016-06-06 00:0",0.56578765453504,0.805536906559923,0.311701927125906,0.544915011921638,0.706481099319014
"2016-06-07 00:0",0.591003871653764,0.725852191579147,0.258910124911758,0.517847347719214,0.68510796992035
"2016-06-08 00:0",0.50732551954049,0.709488547821254,0.22362834250423,0.491556737543742,0.651340288780637
"2016-06-09 00:0",0.513043093439685,0.536428663238167,0.244715243110614,0.535599340609781,0.559417954765071
"2016-06-10 00:0",0.639134845335662,0.575520952068112,0.289130281921808,0.530954709763264,0.518117093007476
"2016-06-13 00:0",0.540152441177364,0.654776149913616,0.273803386627367,0.588147844741971,0.51578055845564
"2016-06-14 00:0",0.39001686464918,0.547004334688243,0.198452336525844,0.669744243271361,0.690453314574028
"2016-06-15 00:0",0.321376909408055,0.606212090536821,0.184918981370958,0.699473562017843,0.701787235237469
"2016-06-16 00:0",0.350386197022336,0.624058271663893,0.198463444625057,0.672386471081654,0.687819482651235
"2016-06-17 00:0",0.370245502600957,0.681088037957976,0.180916514648656,0.655031305815447,0.702807655751993
"2016-06-20 00:0",0.314347045738177,0.752097193985244,0.164550380002189,0.68249628251004,0.852856439653689
"2016-06-21 00:0",0.286944616775284,0.796115334250141,0.158833567141596,0.737649440509156,0.829302445021564
"2016-06-22 00:0",0.260385137274501,0.825275624791991,0.161722663428471,0.690163617402865,0.932082809491605
"2016-06-23 00:0",0.251416464492773,0.851486424209122,0.172345837785428,0.718571577710449,0.885489755041155
"2016-06-24 00:0",0.215037054096964,0.956482348701291,0.28026468723687,0.875450157355045,0.874919734018645
"2016-06-27 00:0",0.293429797849159,0.75872320883559,0.129171647183767,0.381104059090694,0.720587796871018
"2016-06-28 00:0",0.302596991891609,0.909317691018084,0.11082403257618,0.375441363241227,0.59021966926859
"2016-06-29 00:0",0.253577044824857,0.945965840495562,0.109371149675581,0.393652346485386,0.599746045893522
"2016-06-30 00:0",0.264960565296371,0.849721777990038,0.0999074592198035,0.383693273625937,0.638822080055105
"2016-07-01 00:0",0.247423335143854,0.835453975336092,0.0877765497600452,0.396696281838819,0.658146918156687
"2016-07-05 00:0",0.244841056376877,0.933677273315254,0.0812869478898379,0.469198566018944,0.619543078005184
"2016-07-06 00:0",0.270622955086034,0.832241267363965,0.0785192368820063,0.421373542968348,0.667097877998989
"2016-07-07 00:0",0.319862984906145,0.809756488513963,0.0753186471558003,0.425739354566044,0.706801812371698
"2016-07-08 00:0",0.33551545868109,0.661898491291301,0.0713578732596704,0.446772322492595,0.717479173359304
"2016-07-11 00:0",0.311271012227628,0.704146170063502,0.0488869517602578,0.47373627339047,0.718826944672123
"2016-07-12 00:0",0.290377794198572,0.718492791577184,0.0752399433916945,0.458478027718418,0.698507501974521
"2016-07-13 00:0",0.281274510135104,0.726819250854307,0.0761899403183383,0.44777227077599,0.676227205051221
"2016-07-14 00:0",0.339798839841836,0.669108824015415,0.0894023101123855,0.428444040518082,0.796595102700564
"2016-07-15 00:0",0.332770841431825,0.651373745941681,0.081108780110232,0.421224960386726,0.800815487845437
"2016-07-18 00:0",0.427074733134222,0.618106009042586,0.106637721472914,0.335497716418297,0.750617188635804
"2016-07-19 00:0",0.409371938547405,0.584176100063048,0.105328416694056,0.320719076540145,0.744548837205056
"2016-07-20 00:0",0.410736334690865,0.586998043409824,0.101453346283816,0.32200357193039,0.748778059022614
"2016-07-21 00:0",0.551678320917331,0.588458568881757,0.0794605209585704,0.252190145220485,0.753423766433299
"2016-07-22 00:0",0.569635953804209,0.757571471779583,0.0769258390249954,0.232234038958112,0.627775655629595
"2016-07-25 00:0",0.623527513076237,0.851429795068009,0.0696884126295676,0.236273074768847,0.604422679119119
"2016-07-26 00:0",0.592570105227792,0.881637750234986,0.060986041825063,0.221620732048825,0.610224485926776
"2016-07-27 00:0",0.57373705620101,0.853244819345334,0.0588451394465458,0.215231104175484,0.599872796440515
"2016-07-28 00:0",0.442832280054461,0.888619745792527,0.043393803129337,0.247855086381653,0.67183121861047
"2016-07-29 00:0",0.535848784793067,0.934860298241749,0.0372801005325974,0.241529349979033,0.655566563705912
"2016-08-01 00:0",0.537404421180669,0.920791133726222,0.0399020657593302,0.245266825926353,0.66942251949733
"2016-08-02 00:0",0.533600455681821,0.924615996480088,0.0463215765358724,0.255105451697084,0.689295503793674
"2016-08-03 00:0",0.587965478263559,0.908012010804188,0.0502190558121137,0.314766561539852,0.822719689004471
"2016-08-04 00:0",0.613061004119374,0.860130829642083,0.0506942910869206,0.311698278841142,0.762512204669893
"2016-08-05 00:0",0.547021110054132,0.853822979327083,0.0541532191335741,0.315585632645216,0.785469027910299
"2016-08-08 00:0",0.532511896627079,0.852404278622727,0.0629075914774593,0.2834590994316,0.783512200561473
"2016-08-09 00:0",0.557497837354499,0.86635456568905,0.0651577638889835,0.278729856294761,0.795453871825981
"2016-08-10 00:0",0.570833436736122,0.942878618927738,0.060554771001292,0.288641851904713,0.771008081964726
"2016-08-11 00:0",0.572330238201667,0.887308222665699,0.0754342802715929,0.307850517263201,0.727725605859464
"2016-08-12 00:0",0.565414573474786,0.9401842677783,0.0758747656714326,0.402440498873998,0.792469899103659
"2016-08-15 00:0",0.562349523601115,0.956262387100143,0.0640044299566181,0.398938364869303,0.972508251603929
"2016-08-16 00:0",0.586091165144417,0.962807217133251,0.0765281621463068,0.408813432306623,0.994751189647775
"2016-08-17 00:0",0.622657344546716,0.87496878534389,0.0798514007043258,0.351445199514605,0.963573540279075
"2016-08-18 00:0",0.586017713777391,0.708501192057567,0.0778266144288229,0.351372576250755,0.979811816766039
"2016-08-19 00:0",0.561788449177483,0.741414405142515,0.0515820163459234,0.367927385845595,0.985668316434254
"2016-08-22 00:0",0.56986136786665,0.762697089350803,0.0517216859487238,0.38978759723472,0.968957068450113
"2016-08-23 00:0",0.820066331229069,0.835803099592775,0.0397537585173652,0.350441172283165,0.896586822348981
"2016-08-24 00:0",0.804331317621149,0.774231981831982,0.0381263668969889,0.351710775317011,0.919204918942207
"2016-08-25 00:0",0.790577117829289,0.753578176986605,0.0382908317651328,0.345917941313537,0.902127950582128
"2016-08-26 00:0",0.674391072131815,0.669898946722891,0.0500561211911096,0.27760530972792,0.846669019308546
"2016-08-29 00:0",0.70146030053242,0.737162460844707,0.0437479042673425,0.258908814173174,0.893939071667906
"2016-08-30 00:0",0.901011047499657,0.822888606622306,0.0391769409412824,0.232600639639053,0.82583814564762
"2016-08-31 00:0",0.960477729102207,0.89026185274008,0.0386379255035137,0.215716444981724,0.802696425266702
"2016-09-01 00:0",0.989406473039324,0.711228708275771,0.0448867151190524,0.240716372218613,0.998909803732151
"2016-09-02 00:0",0.972431706437853,0.720311701211792,0.0477244197833812,0.243375779520753,0.995344376545887
"2016-09-06 00:0",0.945654424295066,0.729798531089272,0.0435619942182892,0.216970423138402,0.893301970100648
"2016-09-07 00:0",0.967079378899849,0.59881932639279,0.0402490636541951,0.193179275841839,0.903173860560051
"2016-09-08 00:0",0.87526851096506,0.428375523077211,0.133612475757325,0.171123440581709,0.707578013426159
"2016-09-09 00:0",0.776878330808942,0.484025502621902,0.165460852038501,0.213947197294721,0.70235615749538
"2016-09-12 00:0",0.940595868530541,0.433032670702937,0.177384948872379,0.211301354434191,0.650925308406303
"2016-09-13 00:0",0.900256447231302,0.476817923839156,0.186703161102664,0.215935748993726,0.630090176863982
"2016-09-14 00:0",0.843288306787038,0.564044582662653,0.16572278301246,0.211885403106402,0.652956986112587
"2016-09-15 00:0",0.640284417238835,0.584621575531859,0.152803697466089,0.154478217077845,0.572874399927548
"2016-09-16 00:0",0.653583262639768,0.605340252908258,0.151365004209053,0.148266983717611,0.585055414430428
"2016-09-19 00:0",0.664802128744327,0.648164600014772,0.195706741688528,0.164655625680326,0.636886449320987
"2016-09-20 00:0",0.756219013259397,0.606079801046061,0.150134370822571,0.225575793954143,0.714316752868759
"2016-09-21 00:0",0.721800689611876,0.543291738557454,0.151385444495886,0.238055163342001,0.718433121948535
"2016-09-22 00:0",0.715494286263446,0.521274324784871,0.127642873165142,0.235534772493277,0.702171571986049
"2016-09-23 00:0",0.624785605655811,0.528351413950288,0.118410602851688,0.262209194490865,0.697985267616499
"2016-09-26 00:0",0.69889960787406,0.471693094271639,0.126745003563186,0.260681360123869,0.692526415323454
"2016-09-27 00:0",0.666827683489515,0.530406936832215,0.107474091380286,0.252950552366299,0.684444014944462
"2016-09-28 00:0",0.892889842139952,0.563354378757699,0.0913601027772188,0.261418750844412,0.629745114496479
"2016-09-29 00:0",0.922871343105565,0.653927974722138,0.0957701369490706,0.333479630930949,0.771155972233933
"2016-09-30 00:0",0.869186329513399,0.646652729443544,0.150041041323596,0.308246962790063,0.651175332292979
"2016-10-03 00:0",0.814446040699908,0.635847439660602,0.13792630642738,0.284044235446588,0.654396135568018
"2016-10-04 00:0",0.807872846893928,0.825679723160021,0.150754189436496,0.221140727610906,0.486969921675516
"2016-10-05 00:0",0.840584643027438,0.821128903455776,0.136412499543212,0.22795990541328,0.462005938857071
